property_name,month,water_m3,unit
4320 Crusellin peruskoulu,2015-12,64.0,M3
4320 Crusellin peruskoulu,2016-01,63.0,M3
4320 Crusellin peruskoulu,2016-02,65.0,M3
4320 Crusellin peruskoulu,2016-03,89.0,M3
4320 Crusellin peruskoulu,2016-04,95.0,M3
4320 Crusellin peruskoulu,2016-05,76.0,M3
4320 Crusellin peruskoulu,2016-06,25.0,M3
4320 Crusellin peruskoulu,2016-07,5.0,M3
4320 Crusellin peruskoulu,2016-08,59.0,M3
4320 Crusellin peruskoulu,2016-09,103.0,M3
4320 Crusellin peruskoulu,2016-10,70.0,M3
4320 Crusellin peruskoulu,2016-11,94.0,M3
4320 Crusellin peruskoulu,2016-12,61.0,M3
4320 Crusellin peruskoulu,2017-01,75.0,M3
4320 Crusellin peruskoulu,2017-02,88.0,M3
4320 Crusellin peruskoulu,2017-03,112.0,M3
4320 Crusellin peruskoulu,2017-04,72.0,M3
4320 Crusellin peruskoulu,2017-05,71.0,M3
4320 Crusellin peruskoulu,2017-06,40.0,M3
4320 Crusellin peruskoulu,2017-07,37.0,M3
4320 Crusellin peruskoulu,2017-08,62.0,M3
4320 Crusellin peruskoulu,2017-09,72.0,M3
4320 Crusellin peruskoulu,2017-10,76.0,M3
4320 Crusellin peruskoulu,2017-11,94.0,M3
4320 Crusellin peruskoulu,2017-12,82.0,M3
4320 Crusellin peruskoulu,2018-01,83.0,M3
4320 Crusellin peruskoulu,2018-02,75.0,M3
4320 Crusellin peruskoulu,2018-03,102.0,M3
4320 Crusellin peruskoulu,2018-04,96.0,M3
4320 Crusellin peruskoulu,2018-05,89.0,M3
4320 Crusellin peruskoulu,2018-06,13.0,M3
4320 Crusellin peruskoulu,2018-07,13.0,M3
4320 Crusellin peruskoulu,2018-08,75.0,M3
4320 Crusellin peruskoulu,2018-09,99.0,M3
4320 Crusellin peruskoulu,2018-10,93.0,M3
4320 Crusellin peruskoulu,2018-11,115.0,M3
4320 Crusellin peruskoulu,2018-12,104.0,M3
4513 Aurinkolahden peruskoulu,2010-01,179.0,M3
4513 Aurinkolahden peruskoulu,2010-02,143.0,M3
4513 Aurinkolahden peruskoulu,2010-03,186.0,M3
4513 Aurinkolahden peruskoulu,2010-04,144.0,M3
4513 Aurinkolahden peruskoulu,2010-05,135.0,M3
4513 Aurinkolahden peruskoulu,2010-06,41.0,M3
4513 Aurinkolahden peruskoulu,2010-07,70.0,M3
4513 Aurinkolahden peruskoulu,2010-08,101.0,M3
4513 Aurinkolahden peruskoulu,2010-09,152.0,M3
4513 Aurinkolahden peruskoulu,2010-10,137.0,M3
4513 Aurinkolahden peruskoulu,2010-11,168.0,M3
4513 Aurinkolahden peruskoulu,2010-12,103.0,M3
4513 Aurinkolahden peruskoulu,2011-01,117.0,M3
4513 Aurinkolahden peruskoulu,2011-02,117.0,M3
4513 Aurinkolahden peruskoulu,2011-03,187.0,M3
4513 Aurinkolahden peruskoulu,2011-04,149.0,M3
4513 Aurinkolahden peruskoulu,2011-05,170.0,M3
4513 Aurinkolahden peruskoulu,2011-06,42.0,M3
4513 Aurinkolahden peruskoulu,2011-07,12.0,M3
4513 Aurinkolahden peruskoulu,2011-08,83.0,M3
4513 Aurinkolahden peruskoulu,2011-09,171.0,M3
4513 Aurinkolahden peruskoulu,2011-10,140.0,M3
4513 Aurinkolahden peruskoulu,2011-11,158.0,M3
4513 Aurinkolahden peruskoulu,2011-12,132.0,M3
4513 Aurinkolahden peruskoulu,2012-01,136.0,M3
4513 Aurinkolahden peruskoulu,2012-02,117.0,M3
4513 Aurinkolahden peruskoulu,2012-03,174.0,M3
4513 Aurinkolahden peruskoulu,2012-04,139.0,M3
4513 Aurinkolahden peruskoulu,2012-05,138.0,M3
4513 Aurinkolahden peruskoulu,2012-06,33.0,M3
4513 Aurinkolahden peruskoulu,2012-07,10.0,M3
4513 Aurinkolahden peruskoulu,2012-08,152.0,M3
4513 Aurinkolahden peruskoulu,2012-09,124.0,M3
4513 Aurinkolahden peruskoulu,2012-10,159.0,M3
4513 Aurinkolahden peruskoulu,2012-11,144.0,M3
4513 Aurinkolahden peruskoulu,2012-12,144.0,M3
4513 Aurinkolahden peruskoulu,2013-01,164.0,M3
4513 Aurinkolahden peruskoulu,2013-02,129.0,M3
4513 Aurinkolahden peruskoulu,2013-03,223.0,M3
4513 Aurinkolahden peruskoulu,2013-04,137.0,M3
4513 Aurinkolahden peruskoulu,2013-05,143.0,M3
4513 Aurinkolahden peruskoulu,2013-06,22.0,M3
4513 Aurinkolahden peruskoulu,2013-07,20.0,M3
4513 Aurinkolahden peruskoulu,2013-08,104.0,M3
4513 Aurinkolahden peruskoulu,2013-09,167.0,M3
4513 Aurinkolahden peruskoulu,2013-10,125.0,M3
4513 Aurinkolahden peruskoulu,2013-11,147.0,M3
4513 Aurinkolahden peruskoulu,2013-12,91.0,M3
4513 Aurinkolahden peruskoulu,2014-01,133.0,M3
4513 Aurinkolahden peruskoulu,2014-02,103.0,M3
4513 Aurinkolahden peruskoulu,2014-03,152.0,M3
4513 Aurinkolahden peruskoulu,2014-04,124.0,M3
4513 Aurinkolahden peruskoulu,2014-05,124.0,M3
4513 Aurinkolahden peruskoulu,2014-06,30.0,M3
4513 Aurinkolahden peruskoulu,2014-07,45.0,M3
4513 Aurinkolahden peruskoulu,2014-08,98.0,M3
4513 Aurinkolahden peruskoulu,2014-09,161.0,M3
4513 Aurinkolahden peruskoulu,2014-10,153.0,M3
4513 Aurinkolahden peruskoulu,2014-11,171.0,M3
4513 Aurinkolahden peruskoulu,2014-12,114.0,M3
4513 Aurinkolahden peruskoulu,2015-01,140.0,M3
4513 Aurinkolahden peruskoulu,2015-02,153.0,M3
4513 Aurinkolahden peruskoulu,2015-03,175.0,M3
4513 Aurinkolahden peruskoulu,2015-04,140.0,M3
4513 Aurinkolahden peruskoulu,2015-05,149.0,M3
4513 Aurinkolahden peruskoulu,2015-06,20.0,M3
4513 Aurinkolahden peruskoulu,2015-07,40.0,M3
4513 Aurinkolahden peruskoulu,2015-08,120.0,M3
4513 Aurinkolahden peruskoulu,2015-09,216.0,M3
4513 Aurinkolahden peruskoulu,2015-10,144.0,M3
4513 Aurinkolahden peruskoulu,2015-11,159.0,M3
4513 Aurinkolahden peruskoulu,2015-12,121.0,M3
4513 Aurinkolahden peruskoulu,2016-01,123.0,M3
4513 Aurinkolahden peruskoulu,2016-02,145.0,M3
4513 Aurinkolahden peruskoulu,2016-03,237.0,M3
4513 Aurinkolahden peruskoulu,2016-04,152.0,M3
4513 Aurinkolahden peruskoulu,2016-05,129.0,M3
4513 Aurinkolahden peruskoulu,2016-06,49.0,M3
4513 Aurinkolahden peruskoulu,2016-07,12.0,M3
4513 Aurinkolahden peruskoulu,2016-08,99.0,M3
4513 Aurinkolahden peruskoulu,2016-09,154.0,M3
4513 Aurinkolahden peruskoulu,2016-10,121.0,M3
4513 Aurinkolahden peruskoulu,2016-11,147.0,M3
4513 Aurinkolahden peruskoulu,2016-12,132.0,M3
4513 Aurinkolahden peruskoulu,2017-01,118.0,M3
4513 Aurinkolahden peruskoulu,2017-02,106.0,M3
4513 Aurinkolahden peruskoulu,2017-03,159.0,M3
4513 Aurinkolahden peruskoulu,2017-04,137.0,M3
4513 Aurinkolahden peruskoulu,2017-05,125.0,M3
4513 Aurinkolahden peruskoulu,2017-06,35.0,M3
4513 Aurinkolahden peruskoulu,2017-07,4.0,M3
4513 Aurinkolahden peruskoulu,2017-08,101.0,M3
4513 Aurinkolahden peruskoulu,2017-09,148.0,M3
4513 Aurinkolahden peruskoulu,2017-10,111.0,M3
4513 Aurinkolahden peruskoulu,2017-11,160.0,M3
4513 Aurinkolahden peruskoulu,2017-12,103.0,M3
4513 Aurinkolahden peruskoulu,2018-01,107.0,M3
4513 Aurinkolahden peruskoulu,2018-02,105.0,M3
4513 Aurinkolahden peruskoulu,2018-03,145.0,M3
4513 Aurinkolahden peruskoulu,2018-04,139.0,M3
4513 Aurinkolahden peruskoulu,2018-05,145.0,M3
4513 Aurinkolahden peruskoulu,2018-06,30.0,M3
4513 Aurinkolahden peruskoulu,2018-07,7.0,M3
4513 Aurinkolahden peruskoulu,2018-08,113.0,M3
4513 Aurinkolahden peruskoulu,2018-09,174.0,M3
4513 Aurinkolahden peruskoulu,2018-10,125.0,M3
4513 Aurinkolahden peruskoulu,2018-11,158.0,M3
4513 Aurinkolahden peruskoulu,2018-12,105.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-01,40.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-02,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-03,56.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-04,73.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-05,50.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-06,21.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-07,24.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-08,43.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-09,67.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-10,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-11,56.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2010-12,53.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-01,56.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-02,54.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-03,84.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-04,47.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-05,59.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-06,31.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-07,2.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-08,47.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-09,60.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-10,63.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-11,68.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2011-12,44.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-01,56.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-02,60.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-03,74.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-04,65.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-05,83.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-06,41.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-07,1.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-08,56.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-09,65.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-10,69.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-11,59.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2012-12,49.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-01,84.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-02,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-03,68.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-04,69.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-05,69.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-06,32.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-07,3.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-08,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-09,95.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-10,152.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-11,108.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2013-12,59.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-01,71.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-02,89.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-03,255.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-04,140.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-05,83.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-06,41.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-07,1.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-08,73.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-09,143.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-10,129.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-11,108.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2014-12,81.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-01,109.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-02,88.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-03,111.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-04,130.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-05,103.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-06,44.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-07,3.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-08,72.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-09,70.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-10,81.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-11,88.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2015-12,81.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-01,64.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-02,64.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-03,88.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-04,96.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-05,53.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-06,47.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-07,12.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-08,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-09,65.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-10,67.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-11,60.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2016-12,46.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-01,43.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-02,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-03,64.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-04,55.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-05,60.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-06,58.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-07,12.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-08,44.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-09,94.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-10,93.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-11,71.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2017-12,117.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-01,115.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-02,71.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-03,78.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-04,76.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-05,78.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-06,76.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-07,78.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-08,78.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-09,76.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-10,78.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-11,76.0,M3
4521 Tammisalon korttelitalo/Lpk Tammisalo/koulu,2018-12,103.0,M3
